,nombre,categoría,descripción,sección,url
0,SIL25,Silla,Silla de comedor caoba pala marquetería tapizadas rayas verde (a juego sillones SI-53 y mesa M-484),Comedor  ,admin/img_prod/SIL25/CONJUNTO COMEDOR-720x540.png
1,MOS25,Mostrador,Mostrador de madera en esquina,Tienda  ,admin/img_prod/MOS25/MOS25-720x540.png
2,S25,Sofá,Sofá curvado nogal respaldo peineta asiento rejilla,Curvado  Salón  Sillería  ,admin/img_prod/S25/S25-1-720x540.png
3,TYV25,Televisores y vídeos,"Televisión portátil plástico negro Elbe 14""",Televisor  ,admin/img_prod/TYV25/TYV25-720x540.png
4,PV25,Pie de vela,Pie de vela de iglesia para ofrenda grande de lamparillas,Iglesia  ,admin/img_prod/PV25/PV25-1-720x540.png
5,JAU25,Jaula,Pie de jaula niquelado peana redonda,Pie de jaula  ,admin/img_prod/JAU25/JAU25-720x540.png
6,VI25,Vitrina,Vitrina de pared clara 2 puertas,Comedor  Salón  ,admin/img_prod/VI25/VI25-1-720x540.png
7,PER25,Perchero,Perchero burro estilo español columnas salomónicas,Dormitorio  Español  ,admin/img_prod/PER25/PER25-1-720x540.png
8,QIN25,Quinqués,Quinqué peana metal lisa depósito cristal amarillo con asa,,admin/img_prod/QIN25/QIN25-720x540.png
9,MYC25,Maletines y carteras,Maletín fuelle cuero negro,,admin/img_prod/MYC25/MYC25-1-720x540.png
10,MOU25,Mobiliario urbano,Señal de tráfico inglesa de sentido contrario,Calle  ,admin/img_prod/MOU25/MOU25-720x540.png
11,CDM25,Centro de mesa,Centro de mesa de metal con asas figuras,,admin/img_prod/CDM25/CDM25-720x540.png
12,FIG25,Figuras,Figura de escayola grande pintada cantante,Adorno  ,admin/img_prod/FIG25/FIG25-720x540.png
13,PLA25,Playa,,Descatalogado  ,admin/img_prod/PLA25/LOGOTIPO VAZQUEZ- 720x540.png
14,REG25,Religión,Cáliz de metal,Iglesia  ,admin/img_prod/REG25/REG25-720x540.png
15,RU25,Rural,Pellejo de vino de cuero,Rústico  ,admin/img_prod/RU25/RU25-1-720x540.png
16,ALF26,Alfombra,Alfombra dibujos marrones,Comedor  Salón  ,admin/img_prod/ALF26/ALF26-720x540.png
17,AFC26,Alfombra de cama,Alfombrín de cama verde con flores y fleco,Dormitorio  ,admin/img_prod/AFC26/AFC26-720x540.png
18,AP26,Aparador,Aparador español cuarterones 2 cuerpos,Comedor  Español  ,admin/img_prod/AP26/AP26-1-720x540.png
19,ARC26,Arcon,Arcón nogal tallado con pies,Palacio  Salón  ,admin/img_prod/ARC26/ARC26-1-720x540.png
20,AR26,Armario,Armario frente columnas puerta espejo,Dormitorio  ,admin/img_prod/AR26/AR26-720x540.png
21,ATR26,Atril,,Descatalogado  ,admin/img_prod/ATR26/LOGOTIPO VAZQUEZ- 720x540.png
22,BAC26,Banco,Banco de parque patas hierro listones marrón,Jardín  Parque  ,admin/img_prod/BAC26/BAC26-720x540.png
23,BAN26,Banqueta,Puf de skay marrón redondo,Dormitorio  Salón  ,admin/img_prod/BAN26/BAN26-1-720x540.png
24,BA26,Baño,"Lavabo con 2 llaves y caño, sin pie",Lavabo  ,admin/img_prod/BA26/BA26-720x540.png
25,BAU26,Baul,Baúl pequeño de cuero con correas,Viaje  ,admin/img_prod/BAU26/BAU26-1-720x540.png
26,BIO26,Biombo,Biombo puerta árabe celosía palos torneados,Arabe  ,admin/img_prod/BIO26/BIO26-720x540.png
27,CA26,Cama,Cabecero recortado y balaustres,Dormitorio  ,admin/img_prod/CA26/CA26-720x540.png
28,CO26,Cocinas,Pila lavadero de cocina de mármol,Varios cocina  ,admin/img_prod/CO26/CO26-720x540.png
29,COM26,Comoda,Comodín francés raiz claro a juego dormitorio,Comodín  Dormitorio  Frances  ,admin/img_prod/COM26/COM26-1-720x540.png
30,CON26,Consola,Consola pequeña 1/2 punto oscura pata central plana,Recibidor  ,admin/img_prod/CON26/CON26-1-720x540.png
31,CU26,Cuadro,Cuadro marco ancho fotografía Adán y Eva (Milton),Religioso  ,admin/img_prod/CU26/CU26-720x540.png
32,ANU26,Carteles y anuncios,Cartel  antiguo chapa Ricard,Bar y cafetería  ,admin/img_prod/ANU26/ANU26-720x540.png
33,ESP26,Espejo,Espejo de pared marco tallado con balaustres,Dormitorio  Salón  ,admin/img_prod/ESP26/ESP26-720x540.png
34,ES26,Estanteria,Estante casillero rústico,Despacho  Rústico  ,admin/img_prod/ES26/ES26-720x540.png
35,EST26,Estufa,Radiador de hierro varios elementos,Calefaccion  ,admin/img_prod/EST26/EST26-720x540.png
36,ESTAT26,Estatua,Estatua imagen San Pancracio,Religioso  ,admin/img_prod/ESTAT26/ESTAT26-1-720x540.png
37,F26,Fichero,Fichero metalico gris 5 cajones,Despacho  ,admin/img_prod/F26/F26-1-720x540.png
38,MUS26,Instrumentos musicales,Violonchelo figurado antiguo,Musica  ,admin/img_prod/MUS26/MUS26 (INM13)-720x540.png
39,ADO26,Adornos,Figura bronce grande jockey,Salón  ,admin/img_prod/ADO26/ADO26-720x540.png
40,DPT26,Deporte,Bicicleta estática blanca Proaction,Bicicleta  Gimnasio  ,admin/img_prod/DPT26/DPT26-720x540.png
41,LAM26,Lámpara,Lámpara de mesa loza blanca filo oro,Lámpara de mesa  Salón  ,admin/img_prod/LAM26/LAM26-720X540.png
42,FUM26,Artículos de fumador,Ceniceros alabastro diferentes,Cenicero  ,admin/img_prod/FUM26/FUM26-720X540.png
43,M26,Mesa,Mesa centro pino cuadrada,Centro  Salón  ,admin/img_prod/M26/M26-1-720x540.png
44,BAD26,Bandejas,Bandejas-paneras plateadas diferentes,,admin/img_prod/BAD26/BAD26-720x540.png
45,BYC26,Atrezzo de bar y cafetería,Enfría botellas antiguo plateado para 2 botellas,Bar y cafetería  ,admin/img_prod/BYC26/BYC26(BAR26-720x540).png
46,COL26,Atrezzo colegio,Cuadernos colegio antiguos caligrafía,Colegio  ,admin/img_prod/COL26/COL26-720x540.png
47,DES26,Atrezzo despacho,Máquina de escribir Hispano Olivetti (funciona),Despacho  Máquinas de escribir  ,admin/img_prod/DES26/DES26-720x540.png
0,BEB26,Bebé,Silla de niño 3 ruedas con capota,Cochecito  ,admin/img_prod/BEB26/BEB26-720x540.png
1,CST26,Moda y costura,Costurero,Costurero  ,admin/img_prod/CST26/CST26-1-720x540.png
2,CAR26,Caja registradora,Calculadora eléctrica con rodillo,Calculadoras  Despacho  ,admin/img_prod/CAR26/CAR26 (DES103)-720x540.png
3,CRI26,Cristalería,Jarras cristal Duralex colores.,Jarras  ,admin/img_prod/CRI26/CRI26-720x540.png
4,MC26,Macetero,Columna escayola rosa con capitel,Columna  ,admin/img_prod/MC26/MC26-1-720x540.png
5,ME26,Mesilla,Mesilla nogal 2 cajones frente ondas,Dormitorio  ,admin/img_prod/ME26/ME26-1-720x540.png
6,VET26,Ventilador,Aparato de aire acondicionado CONVAIR con ruedas,Aire acondicionado  ,admin/img_prod/VET26/VET26-1-720x540.png
7,REL26,Reloj,Reloj de pared antiguo pintado,Salón  ,admin/img_prod/REL26/REL26-720x540.png
8,TEL26,Telefonía,Contestadores automáticos pequeños,,admin/img_prod/TEL26/TLF26-720x540.png
9,MYN26,Maletas y neceseres de viaje,Maleta fibra jaspeada gris cierres metal,Viaje  ,admin/img_prod/MYN26/MYN26-720x540.png
10,TOC26,Objetos de tocador,Juego de tocador antiguo metal y nácar flores (espejo y cepillo),Tocador  ,admin/img_prod/TOC26/TOC26-720x540.png
11,JUG26,Juguetes,Juego de bolos antiguos de madera,Juguete  ,admin/img_prod/JUG26/JUG26-720x540.png
12,JAR26,Jarrones y jarras,Jarrón Talavera  2 asas,Adorno  Decoración  Salón  ,admin/img_prod/JAR26/JAR26-720x540.png
13,MYS26,Tocadiscos y altavoces,Tocadiscos caja sapeli tapa plástico Dual,Electrónica  Musica  Sonido  ,admin/img_prod/MYS26/MYS26-720x540.png
14,TP26,Tapices y estandartes,Tapiz bordado terciopelo ciervos con marco nogal filo metal,Salón  ,admin/img_prod/TP26/TP26-720x540.png
15,ML26,Librería,Mueble librero jacobino oscuro,Jacobino  Salón  ,admin/img_prod/ML26/ML26-1-720x540.png
16,MED26,Atrezzo medicina,Fonendoscopio,Hospital  Medicina  ,admin/img_prod/MED26/MED26-720x540.png
17,HOS26,Hospitales,CARRO DE ROPA HOSPITAL NIQUELADO Y AZUL,Hospital  Medicina  ,admin/img_prod/HOS26/HOS26-720x540.png
18,VAA26,Atrezzo vario,Silbato antiguo de metal con cordón,,admin/img_prod/VAA26/VAA26-720x540.png
19,RAD26,Radios,Radio antigua pequeña 2 mandos Iberia,,admin/img_prod/RAD26/RAD26-720x540.png
20,SI26,Sillón,Sillón curvado claro asiento tapizado,Curvado  Sillería  ,admin/img_prod/SI26/SI26-1-720x540.png
21,MV26,Muebles varios,Taquillón estilo español oscuro 4 cajones,Español  Taquillón  ,admin/img_prod/MV26/MV26-1-720x540.png
22,JUE26,Juego,Tablero de ajedrez,,admin/img_prod/JUE26/JUE26-720x540.png
23,SIL26,Silla,Silla curvada clara asiento tapizado,Curvado  Sillería  ,admin/img_prod/SIL26/SIL26-1-720x540.png
24,MOS26,Mostrador,Mostrador barra de bar frente madera,Bar y cafetería  ,admin/img_prod/MOS26/MOS26-1-720x540.png
25,S26,Sofá,Sofá curvado nogal asiento tapizado,Curvado  Salón  Sillería  ,admin/img_prod/S26/S26-1-720x540.png
26,TYV26,Televisores y vídeos,"Televisión caja plástico gris Sanyo 21""",Televisor  ,admin/img_prod/TYV26/TYV26-720x540.png
27,PV26,Pie de vela,Pie de vela de iglesia de hierro de pinchos,Iglesia  Medieval  ,admin/img_prod/PV26/PV26-1-720x540.png
28,VI26,Vitrina,Descatalogado,Descatalogado  ,admin/img_prod/VI26/LOGOTIPO VAZQUEZ- 720x540.png
29,PER26,Perchero,Perchero burro estilo español tallado oscuro,Dormitorio  Español  ,admin/img_prod/PER26/PER26-1-720x540.png
30,JAU26,Jaula,Jaula varilla niquelada,,admin/img_prod/JAU26/JAU26-720x540.png
31,MOU26,Mobiliario urbano,Señal de tráfico inglesa de velocidad limitada,Calle  ,admin/img_prod/MOU26/MOU26-720x540.png
32,CDM26,Centro de mesa,Centro de mesa de metal con asa central,,admin/img_prod/CDM26/CDM26-720x540.png
33,FIG26,Figuras,Figura de loza grande dinosaurio,Adorno  ,admin/img_prod/FIG26/FIG26-720x540.png
34,PLA26,Playa,,Descatalogado  ,admin/img_prod/PLA26/LOGOTIPO VAZQUEZ- 720x540.png
35,REG26,Religión,Candelero de metal forma ángel,Candelero  Iglesia  ,admin/img_prod/REG26/REG26-720x540.png
36,RU26,Rural,Cantarera de 2 con faldón recortado,Rústico  Cantarera  ,admin/img_prod/RU26/RU26-720x540.png
37,ALF27,Alfombra,Alfombra nudos rameada y flores clara,Comedor  Salón  ,admin/img_prod/ALF27/ALF27-720x540.png
38,AFC27,Alfombra de cama,Alfombrin de cama verde con fleco crema,Dormitorio  ,admin/img_prod/AFC27/AFC27-720x540.png
39,AP27,Aparador,Aparador español,Comedor  Español  ,admin/img_prod/AP27/AP27-1-720x540.png
40,ARC27,Arcon,Arcón rústico pino con patas,Rústico  ,admin/img_prod/ARC27/ARC27-1-720x540.png
41,AR27,Armario,Armario 1 puerta y cajón,,admin/img_prod/AR27/AR27-1-720x540.png
42,ATR27,Atril,Atril pie niquelado ovalado,,admin/img_prod/ATR27/ATR27-1-720x540.png
43,BAC27,Banco,,Descatalogado  ,admin/img_prod/BAC27/LOGOTIPO VAZQUEZ- 720x540.png
44,BAN27,Banqueta,Banqueta puf taizado tela gris,,admin/img_prod/BAN27/BAN27-1-720x540.png
45,BA27,Baño,Lavabo ovalado sin grifo y sin pie,Lavabo  ,admin/img_prod/BA27/BA27-720x540.png
46,BAU27,Baul,Baúl tapa recta chaperas madera,Almacenaje  Viaje  ,admin/img_prod/BAU27/BAU27-1-720x540.png
47,BIO27,Biombo,Biombo 3 hojas marco madera hoja esterilla,Jardín  ,admin/img_prod/BIO27/BIO27-720x540.png
0,CA27,Cama,Cabecero de madera cuarterones,Dormitorio  Español  ,admin/img_prod/CA27/CA27-720x540.png
1,MOU27,Mobiliario urbano,Señal de tráfico de prohibido estacionar,,admin/img_prod/MOU27/MOU27-720x540.png
2,CO27,Cocinas,Pila lavadero de cocina de loza,Varios cocina  ,admin/img_prod/CO27/CO27-720x540.png
3,COM27,Comoda,Comodín francés caoba y bronces 4 cajones,Comodín  Dormitorio  Frances  ,admin/img_prod/COM27/COM27-1-720x540.png
4,CON27,Consola,Consola nogal 3 patas 1/2 punto,Recibidor  ,admin/img_prod/CON27/CON27-1-720x540.png
5,CU27,Cuadro,Cuadro marco negro y oro fotografía arcangel,Religioso  ,admin/img_prod/CU27/CU27-720x540.png
6,ANU27,Carteles y anuncios,Cartel chapa tónica Schweppes,Bar y cafetería  ,admin/img_prod/ANU27/ANU27-720x540.png
7,ESP27,Espejo,Espejo de pared marco oscuro liso,Dormitorio  Salón  ,admin/img_prod/ESP27/ESP27-720x540.png
8,ES27,Estanteria,Estante de suelo liso nogal 3 baldas,Rústico  ,admin/img_prod/ES27/ES27-1-720x540.png
9,EST27,Estufa,Radiador de hierro con llave varios elementos,Calefaccion  ,admin/img_prod/EST27/EST27-720x540.png
10,ESTAT27,Estatua,Estatua imagen Sagrado Corazón de escayola,Religioso  ,admin/img_prod/ESTAT27/ESTAT27-720x540.png
11,F27,Fichero,Fichero chapa marrón 4 cajones,Despacho  ,admin/img_prod/F27/F27-1-720x540.png
12,MUS27,Instrumentos musicales,Violín auténtico de madera,Musica  ,admin/img_prod/MUS27/MUS27 (INM14)-720x540.png
13,ADO27,Adornos,Figura bronce pequeña perros caza,Salón  ,admin/img_prod/ADO27/ADO27-720x540.png
14,DPT27,Deporte,Descatalogado,Descatalogado  ,admin/img_prod/DPT27/LOGOTIPO VAZQUEZ- 720x540.png
15,LAM27,Lámpara,Lámpara de mesa loza blanca y peana dorada,Lámpara de mesa  Salón  ,admin/img_prod/LAM27/LAM27-720X540.png
16,FUM27,Artículos de fumador,Cenicero alabastro altos,Cenicero  ,admin/img_prod/FUM27/FUM27-720X540.png
17,M27,Mesa,Mesa centro pino rectangular,Centro  Salón  ,admin/img_prod/M27/M27-1-720x540.png
18,BAD27,Bandejas,Juego de bandejas pequeñas chapa decorada antiguas,Menaje  ,admin/img_prod/BAD27/BAD27-720x540.png
19,BYC27,Atrezzo de bar y cafetería,Enfría botellas antiguo plateado grande para 6 botellas,Bar y cafetería  ,admin/img_prod/BYC27/BYC27(BAR27-720x540).png
20,COL27,Atrezzo colegio,Cuadernos colegio de números,Colegio  ,admin/img_prod/COL27/COL27-720x540.png
21,DES27,Atrezzo despacho,Máquina de escribir antigua Royal,Despacho  Máquinas de escribir  ,admin/img_prod/DES27/DES27-720x540.png
22,BEB27,Bebé,,Descatalogado  ,admin/img_prod/BEB27/LOGOTIPO VAZQUEZ- 720x540.png
23,CST27,Moda y costura,Costurero caoba con espejo interior,Costurero  ,admin/img_prod/CST27/CST27-1-720x540.jpg
24,CAR27,Caja registradora,Calculadora eléctrica con rodillo,Calculadoras  Despacho  ,admin/img_prod/CAR27/CAR27 (DES103)-720x540.png
25,CRI27,Cristalería,Jarras cristal Duralex pequeñas colores.,Jarras  ,admin/img_prod/CRI27/CRI27-720x540.png
26,MC27,Macetero,Macetero Luis XVI pintado oro 3 columnas,Comedor  Frances  Salón  ,admin/img_prod/MC27/MC27-720x540.png
27,ME27,Mesilla,Mesilla alta nogal tapa figurada mármol,Dormitorio  ,admin/img_prod/ME27/ME27-1-720x540.png
28,VET27,Ventilador,Ventilador de pie negro 4 pies,,admin/img_prod/VET27/VET27-720x540.png
29,REL27,Reloj,Reloj de pared caoba columnas,Salón  ,admin/img_prod/REL27/REL27-720x540.png
30,TEL27,Telefonía,Contestadores automáticos,,admin/img_prod/TEL27/TLF27-720x540.png
31,MYN27,Maletas y neceseres de viaje,Maleta fibra jaspeada gris borde claro,Viaje  ,admin/img_prod/MYN27/MYN27-720x540.png
32,TOC27,Objetos de tocador,"Juego de tocador plateado (espejo, 2 cepillos y peine)",Tocador  ,admin/img_prod/TOC27/TOC27-720x540.png
33,JUG27,Juguetes,Caballo columpio de juguete pequeño,Juguete  ,admin/img_prod/JUG27/JUG27-720x540.png
34,JAR27,Jarrones y jarras,Jarrón grande Talavera bola,Adorno  Decoración  Salón  ,admin/img_prod/JAR27/JAR27-720x540.png
35,MYS27,Tocadiscos y altavoces,Tocadiscos caja sapeli tapa plástico,Electrónica  Musica  Sonido  ,admin/img_prod/MYS27/MYS27-720x540.png
36,TP27,Tapices y estandartes,Repostero tela azul con greca gris con escudo,Castillo  Medieval  ,admin/img_prod/TP27/TP27-720x540.png
37,ML27,Librería,Librería  de despacho inglesa clara 3 puertas,Despacho  Inglesa  ,admin/img_prod/ML27/ML27-1-720x540.png
38,MED27,Atrezzo medicina,Forceps antiguos de acero grandes,Hospital  Medicina  ,admin/img_prod/MED27/MED27-720x540.png
39,HOS27,Hospitales,Visor de radiografías marco negro,Hospital  Medicina  ,admin/img_prod/HOS27/HOS27-1-720x540.png
40,VAA27,Atrezzo vario,Timbres antiguos de hotel,Hotel  ,admin/img_prod/VAA27/VAA27-720x540.png
41,RAD27,Radios,Radio antigua caja negra 3 mandos,,admin/img_prod/RAD27/RAD27-720x540.png
42,SI27,Sillón,Sillón modernista claro tapizado verde,Modernista  Sillería  ,admin/img_prod/SI27/SI27-1-720x540.png
43,MV27,Muebles varios,Descatalogado,Descatalogado  ,admin/img_prod/MV27/LOGOTIPO VAZQUEZ- 720x540.png
44,JUE27,Juego,Caja de fichas de ajedrez,,admin/img_prod/JUE27/JUE27-720x540.png
45,SIL27,Silla,Silla modernista clara tapizada verde,Modernista  Sillería  ,admin/img_prod/SIL27/SIL27-1-720x540.png
46,S27,Sofá,Sofá modernista nogal recto tapizado verde,Inglesa  Salón  Sillería  ,admin/img_prod/S27/S27-1-720x540.png
47,TYV27,Televisores y vídeos,"Televisión antigua caja madera Philips 14""",Televisor  ,admin/img_prod/TYV27/TYV27-720x540.png
0,PV27,Pie de vela,Candelero de mesa de metal liso,Candelero  ,admin/img_prod/PV27/PV27-720x540.png
1,VI27,Vitrina,Vitrina nogal puertas correderas,Tienda  ,admin/img_prod/VI27/VI27-1-720x540.png
2,PER27,Perchero,Perchero bajo nogal para paraguas y bastones redondo,Recibidor  ,admin/img_prod/PER27/PER27-1-720x540.png
3,MOS27,Mostrador,Expositor para telas de pino,Tienda  ,admin/img_prod/MOS27/MOS27-1-720x540.png
4,JAU27,Jaula,Jaula de perdiz alambre verde,,admin/img_prod/JAU27/JAU27-720x540.png
5,CDM27,Centro de mesa,Centro de mesa Luis XV metal grabado,Frances  ,admin/img_prod/CDM27/CDM27-720x540.png
6,FIG27,Figuras,Figura de hierro pez,Adorno  ,admin/img_prod/FIG27/FIG27-720x540.png
7,PLA27,Playa,Sillón de camping reclinable con cojín dibujos,Camping  ,admin/img_prod/PLA27/PLA27-1-720x540.png
8,REG27,Religión,,Descatalogado  ,admin/img_prod/REG27/LOGOTIPO VAZQUEZ- 720x540.png
9,RU27,Rural,Medida de trigo de madera,Rústico  ,admin/img_prod/RU27/RU27-1-720x540.png
10,ALF28,Alfombra,Alfombra persa azul y crema con fleco,Arabe  Comedor  Salón  ,admin/img_prod/ALF28/ALF28-1-720x540.png
11,AFC28,Alfombra de cama,Alfombrin de cama dibujos ocre,Dormitorio  ,admin/img_prod/AFC28/AFC28-720x540.png
12,AP28,Aparador,Aparador valenciano a juego vitrina AP29,Comedor  Valenciano  ,admin/img_prod/AP28/AP28-720x540.png
13,ARC28,Arcon,Descatalogado,Descatalogado  ,admin/img_prod/ARC28/LOGOTIPO VAZQUEZ- 720x540.png
14,AR28,Armario,Descatalogado,Descatalogado  ,admin/img_prod/AR28/LOGOTIPO VAZQUEZ- 720x540.png
15,ATR28,Atril,Atril de madera pintado imitación mármol,,admin/img_prod/ATR28/ATR28-1-720x540.png
16,BAC28,Banco,Banco patas torneadas skay corinto,,admin/img_prod/BAC28/BAC28-1-720x540.png
17,BAN28,Banqueta,Banqueta puf tapizada skay crema,Salón  ,admin/img_prod/BAN28/BAN28-1-720x540.png
18,BA28,Baño,Lavabo ovalado 1 grifo sin pie,Lavabo  ,admin/img_prod/BA28/BA28-720x540.png
19,BAU28,Baul,Baúl-maleta americano azul,Americano  Viaje  ,admin/img_prod/BAU28/BAU28-1-720x540.png
20,BIO28,Biombo,Descatalogado,Descatalogado  ,admin/img_prod/BIO28/LOGOTIPO VAZQUEZ- 720x540.png
21,CA28,Cama,Cabecero castellano balaustres y cuarterones,Dormitorio  Español  ,admin/img_prod/CA28/CA28 720x540.png
22,CO28,Cocinas,Pilas lavadero de cocina de loza,Varios cocina  ,admin/img_prod/CO28/CO28-720x540.png
23,COM28,Comoda,Comodín francés ovalado caoba y bronces tapa figurada,Comodín  Dormitorio  Frances  ,admin/img_prod/COM28/COM28-1-720x540.png
24,CON28,Consola,Consola caoba Isabelina patas forma,Isabelino  Recibidor  ,admin/img_prod/CON28/CON28-1-720x540.png
25,CU28,Cuadro,Cuadro marco ancho dorado liso óleo,Retratos  ,admin/img_prod/CU28/CU28-720x540.png
26,ANU28,Carteles y anuncios,Cartel letras relieve madera,Tienda  ,admin/img_prod/ANU28/ANU28-720x540.png
27,ESP28,Espejo,Espejo giratorio redondo marco caoba,Dormitorio  Salón  ,admin/img_prod/ESP28/ESP28-720x540.png
28,ES28,Estanteria,Estante cerrado rústico con puertas,Rústico  ,admin/img_prod/ES28/ES28-720x540.png
29,EST28,Estufa,Caldera de carbón individual,Calefaccion  ,admin/img_prod/EST28/EST28-720x540.png
30,ESTAT28,Estatua,Estatua busto Sagrado Corazón antiguo,Religioso  ,admin/img_prod/ESTAT28/ESTAT28-720x540.png
31,F28,Fichero,Fichero metálico verde 4 cajones,Despacho  ,admin/img_prod/F28/F28-1-720x540.png
32,MUS28,Instrumentos musicales,Viola con su funda,Musica  ,admin/img_prod/MUS28/MUS28-720x540.png
33,ADO28,Adornos,Figura bronce pequeña hombre a caballo,Salón  ,admin/img_prod/ADO28/ADO28-720x540.png
34,DPT28,Deporte,Bicicleta estática BH,Bicicleta  Gimnasio  ,admin/img_prod/DPT28/DPT28-1-720x540.png
35,LAM28,Lámpara,Lámpara de mesa loza bola naranja,Lámpara de mesa  Salón  ,admin/img_prod/LAM28/LAM28-720X540.png
36,FUM28,Artículos de fumador,Ceniceros alabastro grandes,Cenicero  ,admin/img_prod/FUM28/FUM28-720X540.png
37,M28,Mesa,Mesa centro patas torneadas nogal,Centro  Salón  ,admin/img_prod/M28/M28-1-720x540.png
